fas_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
108142,Coningham Arms,"191 Uxbridge Road, London",W12 9RA,522368,180058,51.506224,-0.238236,Hammersmith and Fulham
108178,Cross Keys,"The Cross Keys, 57 Black Lion Lane, London",W6 9BG,522094,178507,51.492326,-0.242719,Hammersmith and Fulham
108179,Crown & Sceptre,"Crown And Sceptre, 57 Melina Road, London",W12 9HY,522518,179721,51.503154,-0.236193,Hammersmith and Fulham
108183,Cumberland Arms P H,"Cumberland Arms, 29 North End Road, London",W14 8SZ,524358,178784,51.494332,-0.210026,Hammersmith and Fulham
108188,Curtain Up,"The Curtains Up, 28A Comeragh Road, London",W14 9HR,524320,178206,51.489137,-0.210777,Hammersmith and Fulham
108208,Defectors Weld,"170 Uxbridge Road, London",W12 8AA,523425,179957,51.505078,-0.223064,Hammersmith and Fulham
108221,Distillers,"Distillers Arms, 64 Fulham Palace Road, London",W6 9PH,523415,178326,51.490422,-0.223763,Hammersmith and Fulham
108240,Duke Of Cornwall,"48 Fulham Palace Road, London",W6 9PH,523415,178326,51.490422,-0.223763,Hammersmith and Fulham
108241,Duke On The Green,"235 New King's Road, London",SW6 4XG,525118,176383,51.472577,-0.199935,Hammersmith and Fulham
108261,Eight Bells,"89 Fulham High Street, London",SW6 3JS,524425,175864,51.468066,-0.210104,Hammersmith and Fulham
108263,Eleusis Club,"614 King's Road, London",SW6 2DU,525797,177014,51.478098,-0.189939,Hammersmith and Fulham
108292,Famous Three Kings,"Three Kings, 171 North End Road, London",W14 9NL,524634,178313,51.490038,-0.206219,Hammersmith and Fulham
108309,Flynns Hammersmith,"The Egerton, 73 Dalling Road, London",W6 0JD,522635,178713,51.494069,-0.234857,Hammersmith and Fulham
108311,FM Bar And Restaurant,"176 - 184 Uxbridge Road, London",W12 7JP,523252,179998,51.505475,-0.225527,Hammersmith and Fulham
108334,Fulham Club & Institute,"69 Britannia Road, London",SW6 2JR,525641,177179,51.479615,-0.192126,Hammersmith and Fulham
108426,Hammersmith Club,"Hammersmith Club Society, 11 Rutland Grove, London",W6 9DH,522992,178303,51.490308,-0.229861,Hammersmith and Fulham
108429,Hammersmith Riverside Events @ Auriol Kensington Rowing Club,"14 Lower Mall, London",W6 9DJ,522884,178251,51.489855,-0.231434,Hammersmith and Fulham
108431,Hand And Flower,"1 Hammersmith Road, London",W14 8XJ,524466,178956,51.495845,-0.208411,Hammersmith and Fulham
108444,Harwood Arms,"Walham Grove, London",SW6 1QP,525236,177484,51.482446,-0.197847,Hammersmith and Fulham
108457,Hilton Doubletree,"Jury's Doyle Hotel, Imperial Road, London",SW6 2GA,526237,176621,51.474468,-0.183747,Hammersmith and Fulham
108567,Kings Arms,"Larrik, 425 New King's Road, London",SW6 4RN,524433,175994,51.469242,-0.209943,Hammersmith and Fulham
108613,Latymers,"157 Hammersmith Road, London",W6 8BS,523845,178628,51.493042,-0.217467,Hammersmith and Fulham
108650,Live And Let Live,"37 North End Road, London",W14 8SZ,524358,178784,51.494332,-0.210026,Hammersmith and Fulham
108669,London Corinthian Club,"Linden House, 60 Upper Mall, London",W6 9TA,522525,178327,51.490616,-0.236576,Hammersmith and Fulham
108670,London Corinthian Trust,"Linden House, 60 Upper Mall, London",W6 9TA,522525,178327,51.490616,-0.236576,Hammersmith and Fulham
108686,Lytton Estate Community Hall,"North End Crescent, London",W14 8TE,524566,178650,51.493082,-0.207093,Hammersmith and Fulham
108716,Mare Moto,"The Front Room, 562 King's Road, London",SW6 2DZ,525962,177175,51.479508,-0.187507,Hammersmith and Fulham
108737,McGetigans,"Bootsy Brogans, 1 Fulham Broadway, London",SW6 1AA,525324,177223,51.48009,-0.196672,Hammersmith and Fulham
108850,O'Donaghues,"O'Donaghue's, 174 Goldhawk Road, London",W12 8HJ,522762,179533,51.501412,-0.232744,Hammersmith and Fulham
108854,Old Suffolk Punch,"80 Fulham Palace Road, London",W6 9PL,523478,178089,51.488278,-0.222939,Hammersmith and Fulham
108900,Pavilion P H,"The Pavilion, Wood Lane, London",W12 0HQ,523066,181450,51.518583,-0.227712,Hammersmith and Fulham
108902,Pear Tree,"14 Margravine Road, London",W6 8HJ,524040,177923,51.486655,-0.214922,Hammersmith and Fulham
108965,Plough And Harrow,"122 King Street, London",W6 0QU,522779,178579,51.492834,-0.232831,Hammersmith and Fulham
108968,Polo In The Park,"Hurlingham Club, Ranelagh Gardens, London",SW6 3PR,525091,175680,51.466265,-0.200572,Hammersmith and Fulham
108995,Princess Victoria,"217 Uxbridge Road, London",W12 9DH,522227,180067,51.506327,-0.240263,Hammersmith and Fulham
109004,Queen Adelaide,"412 Uxbridge Road, London",W12 0NR,522394,180102,51.506614,-0.237846,Hammersmith and Fulham
109005,Queen Elizabeth,"58 Bagley's Lane, London",SW6 2BH,525890,176621,51.474554,-0.18874,Hammersmith and Fulham
109009,Queens Tavern,"51 South Africa Road, London",W12 7PA,523152,180732,51.512102,-0.226724,Hammersmith and Fulham
109021,Ravenscourt Arms,"The Ravenscourt Arms, 257 King Street, London",W6 9LU,522372,178591,51.49303,-0.238687,Hammersmith and Fulham
109049,Robertos Bar,"Chelsea Village Catering, Chelsea Village, Fulham Road, London",SW6 1HS,525763,177350,51.481134,-0.190309,Hammersmith and Fulham
109058,Rutland,"The Rutland, 15 Lower Mall, London",W6 9DJ,522884,178251,51.489855,-0.231434,Hammersmith and Fulham
109124,Shepherds Bush Club,"205 Goldhawk Road, London",W12 8EP,522652,179416,51.500375,-0.234369,Hammersmith and Fulham
109125,Shepherds Bush Empire,"Shepherd's Bush Green, London",W12 8TT,523333,179783,51.503525,-0.224435,Hammersmith and Fulham
109146,Slug@Fulham,"Havana, 490 - 492 Fulham Road, London",SW6 5NH,525201,177260,51.48045,-0.198429,Hammersmith and Fulham
109158,Southern Belle,"Southern Bell, 175 - 177 Fulham Palace Road, London",W6 8QT,523706,177744,51.485128,-0.219792,Hammersmith and Fulham
109183,St Stephens Hall,"St Stephen's Hall, 3 - 5 Gayford Road, London",W12 9BY,521868,179673,51.502863,-0.24557,Hammersmith and Fulham
109227,Sulgrave Club,"287 Goldhawk Road, London",W12 8EU,522195,179260,51.499081,-0.241004,Hammersmith and Fulham
109292,Thai Square,"563 Fulham Road, London",SW6 1ES,525476,177212,51.479949,-0.194503,Hammersmith and Fulham
109295,The Albion,"121 Hammersmith Road, London",W14 0QL,524097,178741,51.494003,-0.213799,Hammersmith and Fulham
109297,The Anchor,"131 Lillie Road, London",SW6 7SX,524834,177730,51.484746,-0.203546,Hammersmith and Fulham
109298,The Atlas,"16 Seagrave Road, London",SW6 1RX,525355,177871,51.485898,-0.195997,Hammersmith and Fulham
109300,The Bedford Arms,"The Frog Inn The Bedford, 204 Dawes Road, London",SW6 7RQ,524440,177332,51.481264,-0.209371,Hammersmith and Fulham
109302,The Black Lion PH,"The Black Lion, 2 South Black Lion Lane, London",W6 9TJ,522125,178293,51.490396,-0.242346,Hammersmith and Fulham
109308,The Bull,"Unit 1033, Westfield London Shopping Centre, Ariel Way, London",W12 7GA,523406,180194,51.507212,-0.223254,Hammersmith and Fulham
109311,The Captain Cook,"The Wilton Arms, 203 - 205 Dawes Road, London",SW6 7QY,524425,177313,51.481088,-0.20958,Hammersmith and Fulham
109312,The Chancellors,"25 Crisp Road, London",W6 9RL,523186,178128,51.488692,-0.227115,Hammersmith and Fulham
109315,The Clarence,"148 North End Road, London",W14 9PP,524706,178156,51.488612,-0.205252,Hammersmith and Fulham
109316,The Colton Arms,"187 Greyhound Road, London",W14 9SD,524344,177930,51.48666,-0.210529,Hammersmith and Fulham
109319,The Crabtree,"Crabtree Public House, Rainville Road, London",W6 9HJ,523421,177532,51.483276,-0.223954,Hammersmith and Fulham
109321,The Dartmouth Castle,"Dartmouth Castle, 26 Glenthorne Road, London",W6 0LS,523066,178785,51.494623,-0.228628,Hammersmith and Fulham
109325,The Dove,"19 Upper Mall, London",W6 9TA,522525,178327,51.490616,-0.236576,Hammersmith and Fulham
109326,The Draft House,"Draft House, 238 Shepherd's Bush Road, London",W6 7NL,523366,178904,51.495627,-0.224266,Hammersmith and Fulham
109327,The Duchess Of Cambridge,"320 Goldhawk Road, London",W6 0XF,521970,179043,51.497179,-0.244318,Hammersmith and Fulham
109328,The Durrell,"The Durell, 704 Fulham Road, London",SW6 5SB,524570,176528,51.47401,-0.207769,Hammersmith and Fulham
109329,The Eagle,"215 Askew Road, London",W12 9AZ,522288,179461,51.500867,-0.239595,Hammersmith and Fulham
109331,The Elk Bar,"First Floor Rear, 587 - 591 Fulham Road, London",SW6 5UA,525266,177239,51.480238,-0.197502,Hammersmith and Fulham
109332,The Elm,"206 North End Road, London",W14 9NX,524827,177959,51.486814,-0.203566,Hammersmith and Fulham
109337,The Fulham Mitre,"The Mitre, 81 Dawes Road, London",SW6 7DU,524837,177227,51.480225,-0.20368,Hammersmith and Fulham
109343,The Golden Lion,"Golden Lion, 57 Fulham High Street, London",SW6 3JJ,524429,176071,51.469925,-0.209974,Hammersmith and Fulham
109346,The Goose At Fulham,"The Goose, 248 North End Road, London",SW6 1NL,524893,177781,51.4852,-0.202692,Hammersmith and Fulham
109349,The Green Public House,"172 - 174 Uxbridge Road, London",W12 7JP,523252,179998,51.505475,-0.225527,Hammersmith and Fulham
109350,The Greyhound And Monkeys In The Trees Hostel,"The Greyhound, 49 Becklow Road, London",W12 9ER,522130,179985,51.505611,-0.241689,Hammersmith and Fulham
109352,The Grove Bar And Restaurant,"Beacon House, 83 Hammersmith Grove, London",W6 0NQ,523125,179128,51.497693,-0.227659,Hammersmith and Fulham
109353,The Hammersmith Ram,"81 King Street, London",W6 9HW,523135,178548,51.492478,-0.227717,Hammersmith and Fulham
109354,The Hampshire,"The Hampshire Hog, 225 - 227 King Street, London",W6 9JT,522746,178546,51.492536,-0.233318,Hammersmith and Fulham
109355,The Havelock Tavern,"The Havelock, 57 Masbro' Road, London",W14 0LS,523932,179354,51.499548,-0.21596,Hammersmith and Fulham
109360,The Hop Poles,"Hop Poles, 17 - 19 King Street, London",W6 9HR,523278,178582,51.492753,-0.225646,Hammersmith and Fulham
109362,The Hurlingham Club,"Hurlingham Club, Ranelagh Gardens, London",SW6 3PR,525091,175680,51.466265,-0.200572,Hammersmith and Fulham
109363,The Imperial,"577 King's Road, London",SW6 2EH,525900,177061,51.478498,-0.188454,Hammersmith and Fulham
109364,The Jam Tree,"541 King's Road, London",SW6 2EB,525955,177118,51.478997,-0.187628,Hammersmith and Fulham
109365,The Jameson,"43 Blythe Road, London",W14 0HR,523920,179085,51.497133,-0.216241,Hammersmith and Fulham
109368,The Kings Arms,"Larrik, 425 New King's Road, London",SW6 4RN,524433,175994,51.469242,-0.209943,Hammersmith and Fulham
109371,The Lillie Langtry,"19 Lillie Road, London",SW6 1UE,525253,177911,51.486289,-0.19745,Hammersmith and Fulham
109374,The Malt House,"Jolly Maltster, 17 Vanston Place, London",SW6 1AY,525175,177383,51.481561,-0.19876,Hammersmith and Fulham
109378,The Oak W12,"The Oak, 243 Goldhawk Road, London",W12 8EU,522195,179260,51.499081,-0.241004,Hammersmith and Fulham
109379,The Old City Arms,"107 Hammersmith Bridge Road, London",W6 9DA,523057,178198,51.48935,-0.228962,Hammersmith and Fulham
109381,The Old Oak,"180 North End Road, London",W14 9NX,524827,177959,51.486814,-0.203566,Hammersmith and Fulham
109382,The Old Ship,"Old Ship, 25 Upper Mall, London",W6 9TD,522286,178294,51.49038,-0.240028,Hammersmith and Fulham
109383,The Orchard Tavern,"Orchard Tavern, 136 Askew Road, London",W12 9BP,522095,179567,51.501861,-0.242337,Hammersmith and Fulham
109385,The Oyster Rooms,"Unit 3, Fulham Broadway Retail Centre, Fulham Road, London",SW6 1BW,525478,177279,51.480559,-0.194436,Hammersmith and Fulham
109388,The Pocket Watch,"434 Uxbridge Road, London",W12 0NS,522305,180105,51.506651,-0.239127,Hammersmith and Fulham
109389,The Queens Head,"Queens Head, 13 Brook Green, London",W6 7BL,523791,178879,51.49531,-0.218156,Hammersmith and Fulham
109390,The Raven,"375 Goldhawk Road, London",W6 0SA,521948,178704,51.494137,-0.244752,Hammersmith and Fulham
109393,The Richmond Arms,"The Richmond, 55 Shepherd's Bush Road, London",W6 7LU,523529,179487,51.500831,-0.221716,Hammersmith and Fulham
109394,The Rose,"1 Harwood Terrace, London",SW6 2AF,525807,176859,51.476712,-0.189864,Hammersmith and Fulham
109396,The Salutation,"154 King Street, London",W6 0QU,522779,178579,51.492834,-0.232831,Hammersmith and Fulham
109397,The Sands End,"135 - 137 Stephendale Road, London",SW6 2PR,526012,176384,51.472388,-0.187083,Hammersmith and Fulham
109399,The Shepherd & Flock,"Shepherd And Flock, 84 Goldhawk Road, London",W12 8HA,523095,179645,51.502346,-0.22791,Hammersmith and Fulham
109400,The Sindercombe Social,"O'Neill's, 2 Goldhawk Road, London",W12 8QD,523361,179761,51.503331,-0.224054,Hammersmith and Fulham
109402,The Stonemasons Arms,"Stonemasons Arms, 54 Cambridge Grove, London",W6 0LA,522967,178663,51.493548,-0.230095,Hammersmith and Fulham
109405,The Swan,"46 Hammersmith Broadway, London",W6 0DZ,523315,178625,51.493131,-0.225098,Hammersmith and Fulham
109406,The Temperance,"90 Fulham High Street, London",SW6 3LF,524400,176019,51.469473,-0.210395,Hammersmith and Fulham
109407,The Thatched House,"Thatched House, 115 Dalling Road, London",W6 0ET,522621,179128,51.497802,-0.234915,Hammersmith and Fulham
109411,The Wellington,"56 Haldane Road, London",SW6 7EU,524931,177510,51.482747,-0.202228,Hammersmith and Fulham
109412,The White Horse,"White Horse, 31 Uxbridge Road, London",W12 8LH,523108,180005,51.505578,-0.227611,Hammersmith and Fulham
109413,The William Morris,"2 - 4 King Street, London",W6 0QA,523275,178620,51.493085,-0.225676,Hammersmith and Fulham
109417,The Yardbird,"Unit 17-18, Broadway Shopping Centre, Hammersmith Broadway, London",W6 9YD,523354,178527,51.492242,-0.224571,Hammersmith and Fulham
109429,Tommy Flynns,"269 Uxbridge Road, London",W12 9DS,521968,180088,51.506571,-0.243986,Hammersmith and Fulham
109430,Tommy Tucker,"The Pelican, 22 Waterford Road, London",SW6 2DR,525635,177019,51.478178,-0.192268,Hammersmith and Fulham
109482,Wahleeah,"The Lazy Fox, 18 Farm Lane, London",SW6 1PP,525347,177430,51.481936,-0.196268,Hammersmith and Fulham
109491,Waterside,"Unit 2, Riverside Tower, The Boulevard, London",SW6 2SU,526426,176490,51.473249,-0.181074,Hammersmith and Fulham
109503,White Horse,"1 - 3 Parsons Green, London",SW6 4UL,525170,176519,51.473788,-0.199153,Hammersmith and Fulham
109547,Zigger Zagger/Kiosk,"Chelsea Village Catering, Chelsea Village, Fulham Road, London",SW6 1HS,525763,177350,51.481134,-0.190309,Hammersmith and Fulham
94912,Dado 54,"54 Farringdon Street, London",EC4A 4BD,531558,181500,51.517111,-0.105358,Islington
94980,EDF Energy London Eye,"Silver Bonito,Waterloo Pier Riverside Buidling, County Hall, Wesminster Bridge Rd",SE1 7PB,530635,179887,51.50283,-0.119264,Lambeth
117673,All Bar One,"All Bar One, 127 Finsbury Pavement, Islington, London",EC2A 1NS,532772,181896,51.520386,-0.087723,Islington
117677,Almeida Theatre,"Almeida Theatre, Almeida Theatre, 1A-1B Almeida Street, Islington",N1 1TA,531588,183987,51.539463,-0.103998,Islington
117682,Alwyne Castle Public House,"Alwyne Castle Public House, 83 St Paul's Road, Islington, London",N1 2LT,532156,184845,51.547032,-0.095491,Islington
117728,Artillery Arms Public House,"Artillery Arms Public House, 102 Bunhill Row, Islington, London",EC1Y 8ND,532584,182236,51.523486,-0.090304,Islington
117756,Bar Prague,"Bar Prague, Ground Floor, 43 Essex Road, Islington",N1 2SF,531845,183803,51.53774,-0.100363,Islington
117766,Barrio North,"Barrio North, Commercial Unit, 45 Essex Road, Islington",N1 2SF,531845,183803,51.53774,-0.100363,Islington
117767,BarSmith,"BarSmith, Basement And Ground Floor, 18-20 St John Street, Islington",EC1M 4AY,531819,181865,51.52033,-0.101462,Islington
117770,Bavarian Beerhouse,"Bavarian Beerhouse, Ground Floor, City Approach, 190 City Road, Islington",EC1V 2QH,532514,182726,51.527905,-0.091128,Islington
117778,Be At One,"Be At One, Ground And Mezzanine Floors, 144-145 Upper Street, Islington",N1 1QY,531671,184031,51.539829,-0.102785,Islington
117779,Be At One,"Be At One, 33 Caledonian Road, Islington, London",N1 9BU,530474,183185,51.532514,-0.120348,Islington
117780,Be At One,"Be At One, Basement And Ground Floor, Lindsey House, 40-42 Charterhouse Street, Islington",EC1M 6JN,531886,181857,51.520243,-0.1005,Islington
117784,Bedford Tavern,"Bedford Tavern, Ground Floor, 160 Seven Sisters Road, Islington",N7 7PT,530968,186411,51.561381,-0.112031,Islington
117785,Beduin Bar,"Beduin Bar, Basement And Ground Floors Front 57-59, 57-59 Charterhouse Street, Islington",EC1M 6HA,531664,181743,51.51927,-0.10374,Islington
117799,Best Mangal Bar & Restaurant,"Best Mangal Bar & Restaurant, 85 Charterhouse Street, Islington, London",EC1M 6HJ,531727,181776,51.519552,-0.102821,Islington
117806,Big Red,"Big Red, The Big Red Pub, The Arcade, 385 Holloway Road, Islington",N7 0RY,530454,185953,51.557375,-0.119612,Islington
117809,Bird,"Bird, 81 Holloway Road, Islington, London",N7 8LT,531370,184942,51.548086,-0.106783,Islington
117813,Blackstock Public House,"Blackstock Public House, Ground Floor, 284 Seven Sisters Road, Islington",N4 2HY,531448,186731,51.564136,-0.104991,Islington
117818,Blue Nile,"Blue Nile, Ground Floor, 182 Seven Sisters Road, Islington",N7 7PX,531056,186473,51.561909,-0.11074,Islington
117831,Boston Arms Public House,"Boston Arms Public House, 178-180 Junction Road, Islington, London",N19 5QQ,529160,186003,51.558131,-0.138248,Islington
117833,Bourne & Hollingsworth Buildings,"Bourne & Hollingsworth Buildings, 42 Northampton Road, Islington, London",EC1R 0HU,531432,182407,51.525291,-0.106835,Islington
117867,Cafe Kick,"Cafe Kick, Shop, 43 Exmouth Market, Islington",EC1R 4QL,531267,182493,51.526103,-0.10918,Islington
117893,Camden Head Public House,"Camden Head Public House, 2 Camden Walk, Islington, London",N1 8DY,531661,183573,51.535716,-0.103101,Islington
117896,Canal 125,"Canal 125, 125 Caledonian Road, Islington, London",N1 9RG,530683,183454,51.534883,-0.117237,Islington
117911,Castle Bar,"Castle Bar, 392 Camden Road, Islington, London",N7 0SJ,530265,185518,51.553519,-0.122497,Islington
117925,Central Station Public House,"Central Station Public House, 37 Wharfdale Road, Islington, London",N1 9SE,532013,183876,51.538363,-0.097915,Islington
117933,Chapel Bar,"Chapel Bar, 29 Penton Street, Islington, London",N1 9PX,531069,183246,51.532915,-0.111753,Islington
117935,Charles 1 Public House,"Charles 1 Public House, 55-57 Northdown Street, Islington, London",N1 9BL,530520,183120,51.53191,-0.119724,Islington
117936,Charles Lamb Public House,"Charles Lamb Public House, 16 Elia Street, Islington, London",N1 8DE,531726,183183,51.532197,-0.10231,Islington
117938,Charterhouse Bar,"Charterhouse Bar, Basement - First Floors, 38 Charterhouse Street, Islington",EC1M 6JH,531881,181853,51.520208,-0.100573,Islington
117983,City Pride Public House,"City Pride Public House, 28 Farringdon Lane, Islington, London",EC1R 3AU,531448,182147,51.522951,-0.106702,Islington
117989,Clerkenwell & Social,"Clerkenwell & Social, Ground and Lower Ground Floors, 2-5 St John's Square, Islington",EC1M 4DE,531668,182061,51.522127,-0.103564,Islington
118010,Compton Arms,"Compton Arms, 4 Compton Avenue, Islington, London",N1 2XD,531688,184466,51.543735,-0.102378,Islington
118035,Cote,"Cote, Commercial Unit, 4-6 Islington Green, Islington",N1 2XA,531663,183677,51.536651,-0.103033,Islington
118049,Crown Tavern Public House,"Crown Tavern Public House, 43 Clerkenwell Green, Islington, London",EC1R 0EG,531550,182184,51.52326,-0.105218,Islington
118069,Dead Doll's House,"Dead Doll's House, 181 Upper Street, Islington, London",N1 1RQ,531623,184340,51.542617,-0.103361,Islington
118089,DogEatDog,"DogEatDog, Giraffe Restaurant, 29-31 Essex Road, Islington",N1 2SA,531777,183705,51.536884,-0.101379,Islington
118100,Doyles Tavern,"Doyles Tavern, 379 Caledonian Road, Islington, London",N7 9DQ,530623,184404,51.543425,-0.11775,Islington
118104,Duchess Of Kent,"Duchess Of Kent, 441 Liverpool Road, Islington, London",N7 8PR,531248,184703,51.545967,-0.108631,Islington
118105,Duchess of Kent Public House,"Duchess of Kent Public House, 72 Prebend Street, Islington, London",N1 8PR,532338,183820,51.537778,-0.093253,Islington
118106,Duke Of Cambridge Organic Pub,"Duke Of Cambridge Organic Pub, 30 St Peter's Street, Islington, London",N1 8JT,531986,183418,51.534248,-0.098476,Islington
118112,Eagle Public House,"Eagle Public House, 159 Farringdon Road, Islington, London",EC1R 3AL,531206,182300,51.524382,-0.110131,Islington
118113,Earl Of Essex Public House,"Earl Of Essex Public House, 25 Danbury Street, Islington, London",N1 8LE,531913,183410,51.534193,-0.099531,Islington
118125,El Comandante Public House,"El Comandante Public House, 10 Annette Road, Islington, London",N7 6ET,530932,185774,51.555674,-0.112787,Islington
118136,Enkel Arms,"Enkel Arms, 34-36 Seven Sisters Road, Islington, London",N7 6AA,530619,186125,51.558892,-0.117169,Islington
118170,Famous Cock Tavern Public House,"Famous Cock Tavern Public House, 259 Upper Street, Islington, London",N1 1RU,531597,184630,51.54523,-0.103628,Islington
118174,Festac Bar and Restaurant,"Festac Bar and Restaurant, 148 Holloway Road, Islington, London",N7 8DD,531168,185256,51.550955,-0.109578,Islington
118213,Four Sisters Public House,"Four Sisters Public House, 25 Canonbury Lane, Islington, London",N1 2AS,531709,184388,51.543029,-0.102104,Islington
118214,Fox on the Green,"Fox on the Green, 1 Islington Green, Islington, London",N1 2XH,531699,183664,51.536525,-0.102519,Islington
118264,Grand Union Farringdon,"Grand Union Farringdon, Ground Floor, 55 Charterhouse Street, Islington",EC1M 6HA,531664,181743,51.51927,-0.103741,Islington
118360,Honourable Artillery Company,"Honourable Artillery Company, Armoury House, City Road, Islington",EC1Y 2BQ,532777,182179,51.522928,-0.087545,Islington
118363,Hopsmiths,"Hopsmiths, 29 Crouch Hill, Islington, London",N4 4AP,530588,187469,51.570967,-0.117117,Islington
118376,Hoxley and Porter,"Hoxley and Porter, 153 Upper Street, Islington, London",N1 1RA,531664,184077,51.540245,-0.102869,Islington
118440,John Salt,"John Salt, Basement And Ground Floors, 131-132 Upper Street, Islington",N1 1QP,531679,183953,51.539127,-0.102699,Islington
118463,Kennedy's Public House,"Kennedy's Public House, 297 Caledonian Road, Islington, London",N1 1EG,530660,184098,51.540667,-0.117344,Islington
118480,Kings Head Public House,"Kings Head Public House, 115 Upper Street, Islington, London",N1 1QN,531670,183827,51.537997,-0.102876,Islington
118522,Lady Mildmay,"Lady Mildmay, 92 Mildmay Park, Islington, London",N1 4PR,532916,185196,51.550007,-0.084404,Islington
118524,Landseer,"Landseer, 37 Landseer Road, Islington, London",N19 4JU,530172,186539,51.562707,-0.123461,Islington
118529,Lazybones,"Lazybones, Unit 5 Cowcross Place, Cowcross Street, Islington",EC1M 5UG,531688,181886,51.520549,-0.103341,Islington
118551,Lincoln Arms,"Lincoln Arms, 52 York Way, Islington, London",N1 9AB,530343,183209,51.532751,-0.122227,Islington
118575,"Love's Company, Unit 1","Love's Company, Unit 1, Unit 1, Imperial Hall, 104-122 City Road, Islington",EC1V 2NR,532709,182552,51.526296,-0.088384,Islington
118576,Lucky Voice,"Lucky Voice, 173-174 Upper Street, Islington, London",N1 1XS,531640,183875,51.538435,-0.10329,Islington
118600,Marathon Restaurant,"Marathon Restaurant, Merkato Bar And Restaurant, 193A Caledonian Road, Islington",N1 0SL,530695,183624,51.536399,-0.117001,Islington
118610,Marquess Tavern Public House,"Marquess Tavern Public House, 32 Canonbury Street, Islington, London",N1 2TB,532176,184418,51.54319,-0.095363,Islington
118615,Masque Haunt Public House,"Masque Haunt Public House, Fourth Floor, Bentima House, 168-172 Old Street, Islington",EC1V 9BP,532566,182408,51.525036,-0.090498,Islington
118624,McQueen,"McQueen, 55-61 Tabernacle Street, Islington, London",EC2A 4AA,532885,182316,51.524125,-0.085938,Islington
118636,Meltdown,"Meltdown, Ground Floor, 342 Caledonian Road, Islington",N1 1BB,530706,184041,51.540152,-0.116687,Islington
118656,Miller's Bar,"Miller's Bar, 19 Caledonian Road, Islington, London",N1 9DX,530423,183061,51.531403,-0.121144,Islington
118676,Mother Red Cap Public House,"Mother Red Cap Public House, 665 Holloway Road, Islington, London",N19 5SE,529483,186766,51.564914,-0.133311,Islington
118691,Myddleton Arms Public House,"Myddleton Arms Public House, 52 Canonbury Road, Islington, London",N1 2HS,532074,184214,51.54138,-0.096909,Islington
118716,New Rose Public House,"New Rose Public House, 84-86 Essex Road, Islington, London",N1 8LU,531962,183909,51.538665,-0.098637,Islington
118726,Ninth Ward London,"Ninth Ward London, Ground Floor Front, 99-101 Farringdon Road, Islington",EC1R 3BT,531360,182084,51.522405,-0.107992,Islington
118733,Nomad Club,"Nomad Club, 58 Old Street, Islington, London",EC1V 9AJ,532191,182289,51.524054,-0.095945,Islington
118738,North Nineteen,"North Nineteen, 194-196 Sussex Way, Islington, London",N19 4HZ,530313,186709,51.564211,-0.121364,Islington
118744,Oak and Pastor,"Oak and Pastor, 86 Junction Road, Islington, London",N19 5QU,529348,186632,51.563741,-0.135307,Islington
118753,Old Crown Public House,"Old Crown Public House, 90 Highgate Hill, Islington, London",N19 5NQ,528996,187154,51.568512,-0.140191,Islington
118755,Old Red Lion Public House,"Old Red Lion Public House, 418 St John Street, Islington, London",EC1V 4NJ,531478,183084,51.531365,-0.10592,Islington
118824,Pig & Butcher,"Pig & Butcher, 80 Liverpool Road, Islington, London",N1 0QD,531412,183740,51.537275,-0.106626,Islington
118897,Radicals & Victuallers,"Radicals & Victuallers, 59 Upper Street, Islington, London",N1 0NY,531596,183603,51.536001,-0.104026,Islington
118912,Robinson Crusoe,"Robinson Crusoe, 177 Green Lanes, Islington, London",N16 9DB,532463,185898,51.556431,-0.090669,Islington
118922,Rosemary Branch Public House,"Rosemary Branch Public House, 2 Shepperton Road, Islington, London",N1 3DT,532774,183815,51.537631,-0.086972,Islington
118933,Sabor Iberico,"Sabor Iberico, Basement And Ground Floor, 105-107 Whitecross Street, Islington",EC1Y 8JD,532411,182094,51.52225,-0.092849,Islington
118975,Shaftesbury Tavern,"Shaftesbury Tavern, Ground Floor, 534 Hornsey Road, Islington",N19 3QN,530138,187289,51.569463,-0.123673,Islington
118978,Shillibeers Bar & Grill,"Shillibeers Bar & Grill, Bar And Premises, Westcliff House, Carpenter's Mews",N7 9EF,530330,185003,51.548884,-0.121764,Islington
118985,Singer,"Singer, 1-5 City Road, Islington, London",EC1Y 1AG,532828,182155,51.5227,-0.086819,Islington
118989,Slim Jim's Liquor Store,"Slim Jim's Liquor Store, Basement And Ground Floors, 112 Upper Street, Islington",N1 1QN,531670,183827,51.537996,-0.102876,Islington
119021,St Johns Tavern,"St Johns Tavern, St John's Tavern Public House, 91 Junction Road, Islington",N19 5QU,529350,186638,51.563785,-0.135276,Islington
119075,Star Space,"Star Space, 7 Torrens Street, Islington, London",EC1V 1NQ,531533,183182,51.532232,-0.105091,Islington
119087,Steam Passage,"Steam Passage, Ground and Basement Floor, 44-46 Upper Street, Islington",N1 0PN,531522,183469,51.534823,-0.105142,Islington
119122,Surya,"Surya, Basement And Ground Floors, 156 Pentonville Road, Islington",N1 9JB,531064,183113,51.531721,-0.111874,Islington
119128,Sutton Arms Public House,"Sutton Arms Public House, 16 Great Sutton Street, Islington, London",EC1V 0DN,531848,182184,51.523191,-0.100926,Islington
